,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit
7,0.904761904762,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R1C2', 2: 'R5C1', 3: 'R4C1', 4: 'R2C1', 5: 'R4C2', 6: 'R3C1'}}",,0.044,tyU2s0MBzm,Unit CTA1_01
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R1C1', 1: 'R4C1'}}",0.0,0.0,02ZjVTxC34,Unit CTA1_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",1.19444444444,0.0,02ZjVTxC34,Unit CTA1_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R4C1', 1: 'R1C1'}}",,0.002,02ZjVTxC34,Unit CTA1_01
0,0.952380952381,0,"{'Difficulty': {0: 0.0, 1: 2.0, 2: 2.0, 3: -1.0, 4: -6.0, 5: -3.0, 6: 6.0}, 'Step Name': {0: 'R5C1', 1: 'R4C1', 2: 'R2C1', 3: 'R4C2', 4: 'R3C2', 5: 'R1C2', 6: 'R3C1'}}",0.0,0.01,tyU2s0MBzm,Unit CTA1_01
1,0.916666666667,1,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 1.0, 3: -2.0, 4: -4.0, 5: 5.0}, 'Step Name': {0: 'R5C1', 1: 'R4C1', 2: 'R2C1', 3: 'R4C2', 4: 'R1C2', 5: 'R3C1'}}",5.55079365079,0.006,tyU2s0MBzm,Unit CTA1_01
2,0.9,2,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 0.0, 3: -2.0, 4: 4.0}, 'Step Name': {0: 'R5C1', 1: 'R4C1', 2: 'R2C1', 3: 'R4C2', 4: 'R3C1'}}",0.74,0.004,tyU2s0MBzm,Unit CTA1_01
3,0.833333333333,3,"{'Difficulty': {0: -1.0, 1: -1.0, 2: -1.0, 3: 3.0}, 'Step Name': {0: 'R4C1', 1: 'R2C1', 2: 'R4C2', 3: 'R3C1'}}",0.496698160746,0.003,tyU2s0MBzm,Unit CTA1_01
4,0.833333333333,4,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 2.0}, 'Step Name': {0: 'R2C1', 1: 'R4C2', 2: 'R3C1'}}",0.862370496347,0.001,tyU2s0MBzm,Unit CTA1_01
5,1.0,5,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R3C1'}}",0.345110235876,0.001,tyU2s0MBzm,Unit CTA1_01
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.358978351356,0.0,tyU2s0MBzm,Unit CTA1_01
7,0.904761904762,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R3C2', 1: 'R1C2', 2: 'R5C1', 3: 'R4C1', 4: 'R2C1', 5: 'R4C2', 6: 'R3C1'}}",,0.042,tyU2s0MBzm,Unit CTA1_01
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -3.0, 2: 1.0, 3: 1.0}, 'Step Name': {0: 'R2C1', 1: 'R5C1', 2: 'R6C2', 3: 'R3C1'}}",0.0,0.001,s19Mo891H5,Unit CTA1_01
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R6C2', 2: 'R3C1'}}",0.125,0.001,s19Mo891H5,Unit CTA1_01
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R6C2', 1: 'R3C1'}}",0.333333333333,0.0,s19Mo891H5,Unit CTA1_01
3,1.0,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.0,0.0,s19Mo891H5,Unit CTA1_01
4,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R5C1', 1: 'R2C1', 2: 'R6C2', 3: 'R3C1'}}",,0.005,s19Mo891H5,Unit CTA1_01
0,0.8125,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C1', 2: 'R1C1', 3: 'R3C2'}}",0.0,0.001,M7hLaVJGvX,Unit CTA1_01
1,0.777777777778,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R1C1', 2: 'R3C2'}}",0.0,0.001,M7hLaVJGvX,Unit CTA1_01
2,0.75,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R3C2'}}",0.0,0.0,M7hLaVJGvX,Unit CTA1_01
3,1.0,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C2'}}",0.277777777778,0.0,M7hLaVJGvX,Unit CTA1_01
4,0.8125,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C1', 1: 'R2C1', 2: 'R1C1', 3: 'R3C2'}}",,0.003,M7hLaVJGvX,Unit CTA1_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C2', 1: 'R6C2'}}",0.0,0.0,F25axtfCKG,Unit CTA1_01
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",0.166666666667,0.0,F25axtfCKG,Unit CTA1_01
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R6C2'}}",,0.001,F25axtfCKG,Unit CTA1_01
0,0.890625,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R5C1', 2: 'R6C1', 3: 'R3C2', 4: 'yMin', 5: 'YLabel', 6: 'ValidEquations', 7: 'Intersection 1 Y'}}",0.0,0.001,apCLF0uF21,Unit CTA1_12
1,0.877551020408,1,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 'Step Name': {0: 'R5C1', 1: 'R6C1', 2: 'R3C2', 3: 'yMin', 4: 'YLabel', 5: 'ValidEquations', 6: 'Intersection 1 Y'}}",0.125,0.001,apCLF0uF21,Unit CTA1_12
2,0.861111111111,2,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 'Step Name': {0: 'R6C1', 1: 'R3C2', 2: 'yMin', 3: 'YLabel', 4: 'ValidEquations', 5: 'Intersection 1 Y'}}",0.0,0.001,apCLF0uF21,Unit CTA1_12
3,0.84,3,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 'Step Name': {0: 'R3C2', 1: 'yMin', 2: 'YLabel', 3: 'ValidEquations', 4: 'Intersection 1 Y'}}",0.0625,0.001,apCLF0uF21,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'yMin', 1: 'YLabel', 2: 'ValidEquations', 3: 'Intersection 1 Y'}}",0.0,0.0,apCLF0uF21,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'YLabel', 1: 'ValidEquations', 2: 'Intersection 1 Y'}}",0.0,0.0,apCLF0uF21,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'ValidEquations', 1: 'Intersection 1 Y'}}",0.0,0.0,apCLF0uF21,Unit CTA1_12
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'Intersection 1 Y'}}",0.0,0.0,apCLF0uF21,Unit CTA1_12
8,0.90625,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R4C1', 1: 'R5C1', 2: 'R6C1', 3: 'R3C2', 4: 'yMin', 5: 'YLabel', 6: 'ValidEquations', 7: 'Intersection 1 Y'}}",,0.006,apCLF0uF21,Unit CTA1_12
0,0.8125,0,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R2C2', 1: 'xMax', 2: 'R3C3', 3: 'R5C1'}}",0.0,0.001,MrZ99Q697y,Unit CTA1_12
1,0.777777777778,1,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'xMax', 1: 'R3C3', 2: 'R5C1'}}",0.166666666667,0.0,MrZ99Q697y,Unit CTA1_12
2,0.75,2,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C3', 1: 'R5C1'}}",0.0,0.0,MrZ99Q697y,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C1'}}",0.0,0.0,MrZ99Q697y,Unit CTA1_12
4,0.833333333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R2C2', 1: 'xMax', 2: 'R3C3', 3: 'R5C1'}}",,0.002,MrZ99Q697y,Unit CTA1_12
0,1.0,0,"{'Difficulty': {0: -1.0, 1: -6.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 1.0, 7: 3.0, 8: -1.0, 9: 3.0, 10: 1.0}, 'Step Name': {0: 'R2C2', 1: 'R3C2', 2: 'R3C1', 3: 'yMax', 4: 'ValidEquations', 5: '2.5G = 1342.5', 6: 'Intersection 1 Y', 7: 'R7C1', 8: 'R6C1', 9: 'yScale', 10: 'R6C2'}}",0.0,0.005,IQ98biy227,Unit CTA1_12
1,1.0,1,"{'Difficulty': {0: -2.0, 1: 0.0, 2: -1.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 2.0, 7: -2.0, 8: 2.0, 9: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'yMax', 3: 'ValidEquations', 4: '2.5G = 1342.5', 5: 'Intersection 1 Y', 6: 'R7C1', 7: 'R6C1', 8: 'yScale', 9: 'R6C2'}}",0.0,0.004,IQ98biy227,Unit CTA1_12
2,1.0,2,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 2.0, 6: -2.0, 7: 1.0, 8: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yMax', 2: 'ValidEquations', 3: '2.5G = 1342.5', 4: 'Intersection 1 Y', 5: 'R7C1', 6: 'R6C1', 7: 'yScale', 8: 'R6C2'}}",0.84329004329,0.003,IQ98biy227,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yMax', 2: 'ValidEquations', 3: '2.5G = 1342.5', 4: 'Intersection 1 Y', 5: 'R7C1', 6: 'yScale', 7: 'R6C2'}}",0.0667903525046,0.002,IQ98biy227,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: '2.5G = 1342.5', 3: 'Intersection 1 Y', 4: 'R7C1', 5: 'yScale', 6: 'R6C2'}}",0.125,0.002,IQ98biy227,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'ValidEquations', 1: '2.5G = 1342.5', 2: 'Intersection 1 Y', 3: 'R7C1', 4: 'yScale', 5: 'R6C2'}}",0.0,0.002,IQ98biy227,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: '2.5G = 1342.5', 1: 'Intersection 1 Y', 2: 'R7C1', 3: 'yScale', 4: 'R6C2'}}",0.0,0.001,IQ98biy227,Unit CTA1_12
7,1.0,7,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'Intersection 1 Y', 1: 'R7C1', 2: 'yScale', 3: 'R6C2'}}",0.0,0.001,IQ98biy227,Unit CTA1_12
8,1.0,8,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R7C1', 1: 'yScale', 2: 'R6C2'}}",0.106666666667,0.001,IQ98biy227,Unit CTA1_12
9,1.0,9,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'yScale', 1: 'R6C2'}}",0.110207394646,0.0,IQ98biy227,Unit CTA1_12
10,1.0,10,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",0.201142857143,0.0,IQ98biy227,Unit CTA1_12
11,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 'Step Name': {0: 'R3C2', 1: 'R2C2', 2: 'R6C1', 3: 'yMax', 4: 'R3C1', 5: 'ValidEquations', 6: '2.5G = 1342.5', 7: 'Intersection 1 Y', 8: 'R7C1', 9: 'yScale', 10: 'R6C2'}}",,0.026,IQ98biy227,Unit CTA1_12
0,0.9375,0,"{'Difficulty': {0: 2.0, 1: 2.0, 2: 0.0, 3: 2.0, 4: -5.0, 5: 2.0, 6: 0.0, 7: -3.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1', 4: 'xMax', 5: 'ValidEquations', 6: '210-5R = 110', 7: 'R3C2'}}",0.0,0.003,Hd9GW3f95j,Unit CTA1_12
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 1.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: 0.0, 6: -4.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1', 4: 'ValidEquations', 5: '210-5R = 110', 6: 'R3C2'}}",0.0,0.002,Hd9GW3f95j,Unit CTA1_12
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yScale', 2: 'R5C2', 3: 'R4C1', 4: 'ValidEquations', 5: '210-5R = 110'}}",0.166666666667,0.002,Hd9GW3f95j,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yScale', 1: 'R5C2', 2: 'R4C1', 3: 'ValidEquations', 4: '210-5R = 110'}}",0.0416666666667,0.001,Hd9GW3f95j,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R4C1', 2: 'ValidEquations', 3: '210-5R = 110'}}",0.03125,0.001,Hd9GW3f95j,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R4C1', 1: 'ValidEquations', 2: '210-5R = 110'}}",0.266666666667,0.0,Hd9GW3f95j,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'ValidEquations', 1: '210-5R = 110'}}",0.188100961538,0.0,Hd9GW3f95j,Unit CTA1_12
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: '210-5R = 110'}}",0.0704627403846,0.0,Hd9GW3f95j,Unit CTA1_12
8,0.9375,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'xMax', 1: 'R3C2', 2: 'R3C1', 3: 'yScale', 4: 'R5C2', 5: 'R4C1', 6: 'ValidEquations', 7: '210-5R = 110'}}",,0.011,Hd9GW3f95j,Unit CTA1_12
0,0.80612244898,0,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 0.0, 5: 0.0, 6: -2.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R2C2', 3: 'R1C2', 4: 'R5C2', 5: '137H = 257', 6: 'R6C2'}}",0.0,0.002,ZP886G3Z76,Unit CTA1_12
1,0.875,1,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 1.0, 3: 1.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R2C2', 3: 'R1C2', 4: 'R5C2', 5: '137H = 257'}}",0.0,0.002,ZP886G3Z76,Unit CTA1_12
2,0.84,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R2C2', 2: 'R1C2', 3: 'R5C2', 4: '137H = 257'}}",0.641666666667,0.001,ZP886G3Z76,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R1C2', 2: 'R5C2', 3: '137H = 257'}}",0.106666666667,0.001,ZP886G3Z76,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R1C2', 1: 'R5C2', 2: '137H = 257'}}",0.0,0.0,ZP886G3Z76,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R5C2', 1: '137H = 257'}}",0.1875,0.0,ZP886G3Z76,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0}, 'Step Name': {0: '137H = 257'}}",0.0,0.0,ZP886G3Z76,Unit CTA1_12
7,0.833333333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}, 'Step Name': {0: 'R6C2', 1: 'R4C2', 2: 'XLabel', 3: 'R2C2', 4: 'R1C2', 5: 'R5C2', 6: '137H = 257'}}",,0.008,ZP886G3Z76,Unit CTA1_12
0,0.933333333333,0,"{'Difficulty': {0: -1.0, 1: 0.0, 2: -5.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 2.0, 7: 2.0, 8: 0.0, 9: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R3C2', 3: 'R4C2', 4: 'YLabel', 5: 'R5C1', 6: 'yMin', 7: 'R5C2', 8: 'yMax', 9: 'R7C1'}}",0.0,0.004,h0UbH181l8,Unit CTA1_12
1,0.904761904762,1,"{'Difficulty': {0: -2.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.0, 6: 1.0, 7: 0.0, 8: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R4C2', 3: 'YLabel', 4: 'R5C1', 5: 'yMin', 6: 'R5C2', 7: 'yMax', 8: 'R7C1'}}",0.166666666667,0.003,h0UbH181l8,Unit CTA1_12
2,0.890625,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'YLabel', 3: 'R5C1', 4: 'yMin', 5: 'R5C2', 6: 'yMax', 7: 'R7C1'}}",0.311111111111,0.003,h0UbH181l8,Unit CTA1_12
3,0.877551020408,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R4C2', 1: 'YLabel', 2: 'R5C1', 3: 'yMin', 4: 'R5C2', 5: 'yMax', 6: 'R7C1'}}",0.125,0.002,h0UbH181l8,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'YLabel', 1: 'R5C1', 2: 'yMin', 3: 'R5C2', 4: 'yMax', 5: 'R7C1'}}",0.39,0.002,h0UbH181l8,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C1', 1: 'yMin', 2: 'R5C2', 3: 'yMax', 4: 'R7C1'}}",0.125,0.001,h0UbH181l8,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'yMin', 1: 'R5C2', 2: 'yMax', 3: 'R7C1'}}",0.30787037037,0.001,h0UbH181l8,Unit CTA1_12
7,1.0,7,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R5C2', 1: 'yMax', 2: 'R7C1'}}",0.097037037037,0.0,h0UbH181l8,Unit CTA1_12
8,1.0,8,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'yMax', 1: 'R7C1'}}",0.123191358025,0.0,h0UbH181l8,Unit CTA1_12
9,1.0,9,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R7C1'}}",0.0,0.0,h0UbH181l8,Unit CTA1_12
10,0.95,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R3C1', 3: 'R4C2', 4: 'YLabel', 5: 'R5C1', 6: 'yMin', 7: 'R5C2', 8: 'yMax', 9: 'R7C1'}}",,0.02,h0UbH181l8,Unit CTA1_12
0,1.0,0,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 2.0, 3: 1.0, 4: -2.0}, 'Step Name': {0: 'R5C1', 1: 'R6C1', 2: 'R3C1', 3: 'R4C1', 4: 'R1C2'}}",0.0,0.002,02i5jCrfQK,Unit CTA1_12
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -1.0}, 'Step Name': {0: 'R6C1', 1: 'R3C1', 2: 'R4C1', 3: 'R1C2'}}",0.0,0.001,02i5jCrfQK,Unit CTA1_12
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 1.0, 2: -1.0}, 'Step Name': {0: 'R6C1', 1: 'R3C1', 2: 'R4C1'}}",0.0,0.001,02i5jCrfQK,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R3C1'}}",0.0,0.0,02i5jCrfQK,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.911666666667,0.0,02i5jCrfQK,Unit CTA1_12
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R5C1', 1: 'R1C2', 2: 'R4C1', 3: 'R6C1', 4: 'R3C1'}}",,0.008,02i5jCrfQK,Unit CTA1_12
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yMax', 1: 'R7C1', 2: 'R4C1', 3: 'R5C2', 4: 'R2C2'}}",0.0,0.001,0u17bw7v7w,Unit CTA1_12
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R4C1', 2: 'R5C2', 3: 'R2C2'}}",0.0,0.001,0u17bw7v7w,Unit CTA1_12
2,1.0,2,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R4C1', 1: 'R5C2', 2: 'R2C2'}}",0.0,0.0,0u17bw7v7w,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R5C2', 1: 'R2C2'}}",0.0,0.0,0u17bw7v7w,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C2'}}",0.0,0.0,0u17bw7v7w,Unit CTA1_12
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'yMax', 1: 'R7C1', 2: 'R4C1', 3: 'R5C2', 4: 'R2C2'}}",,0.003,0u17bw7v7w,Unit CTA1_12
0,0.91,0,"{'Difficulty': {0: -6.0, 1: 1.0, 2: 1.0, 3: -1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 0.0, 8: 1.0, 9: 1.0}, 'Step Name': {0: 'R4C2', 1: 'XLabel', 2: 'R6C1', 3: 'R4C1', 4: 'R6C2', 5: 'ValidEquations', 6: 'yScale', 7: '0.35d = 0', 8: 'R7C2', 9: 'R7C1'}}",0.0,0.005,qL6HDg57R9,Unit CTA1_12
1,0.904761904762,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: -2.0, 3: 0.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 0.0, 8: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'R4C1', 3: 'R6C2', 4: 'ValidEquations', 5: 'yScale', 6: '0.35d = 0', 7: 'R7C2', 8: 'R7C1'}}",0.0833333333333,0.004,qL6HDg57R9,Unit CTA1_12
2,0.890625,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'XLabel', 1: 'R6C1', 2: 'R6C2', 3: 'ValidEquations', 4: 'yScale', 5: '0.35d = 0', 6: 'R7C2', 7: 'R7C1'}}",0.0,0.003,qL6HDg57R9,Unit CTA1_12
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R6C2', 2: 'ValidEquations', 3: 'yScale', 4: '0.35d = 0', 5: 'R7C2', 6: 'R7C1'}}",0.0,0.002,qL6HDg57R9,Unit CTA1_12
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R6C2', 1: 'ValidEquations', 2: 'yScale', 3: '0.35d = 0', 4: 'R7C2', 5: 'R7C1'}}",0.833333333333,0.001,qL6HDg57R9,Unit CTA1_12
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'yScale', 2: '0.35d = 0', 3: 'R7C2', 4: 'R7C1'}}",0.472222222222,0.001,qL6HDg57R9,Unit CTA1_12
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'yScale', 1: '0.35d = 0', 2: 'R7C2', 3: 'R7C1'}}",0.271428571429,0.001,qL6HDg57R9,Unit CTA1_12
7,1.0,7,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: '0.35d = 0', 1: 'R7C2', 2: 'R7C1'}}",0.181134920635,0.0,qL6HDg57R9,Unit CTA1_12
8,1.0,8,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R7C2', 1: 'R7C1'}}",0.0,0.0,qL6HDg57R9,Unit CTA1_12
9,1.0,9,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R7C1'}}",0.0740740740741,0.0,qL6HDg57R9,Unit CTA1_12
